"time","x","y","Individual","Group"
7.14,67.18,29.59,0,"Group_37_3"
7.24,64.96,30.03,0,"Group_37_3"
7.34,62.29,30.7,0,"Group_37_3"
7.44,59.62,30.92,0,"Group_37_3"
7.54,56.73,31.14,0,"Group_37_3"
7.64,53.84,31.37,0,"Group_37_3"
7.74,50.94,31.14,0,"Group_37_3"
7.84,48.27,30.26,0,"Group_37_3"
7.94,46.05,29.37,0,"Group_37_3"
8.04,43.83,27.59,0,"Group_37_3"
8.14,42.27,25.58,0,"Group_37_3"
8.24,41.16,22.91,0,"Group_37_3"
8.34,40.04,20.69,0,"Group_37_3"
8.44,39.15,18.02,0,"Group_37_3"
8.54,38.49,15.57,0,"Group_37_3"
8.64,37.6,13.13,0,"Group_37_3"
8.74,36.93,10.68,0,"Group_37_3"
8.84,36.71,9.12,0,"Group_37_3"
8.94,36.26,8.23,0,"Group_37_3"
9.04,36.48,8.45,0,"Group_37_3"
9.14,36.48,8.9,0,"Group_37_3"
9.24,36.48,9.34,0,"Group_37_3"
9.34,36.93,9.12,0,"Group_37_3"
9.44,37.15,9.34,0,"Group_37_3"
9.54,37.15,8.9,0,"Group_37_3"
9.64,37.6,8.23,0,"Group_37_3"
9.74,38.04,7.79,0,"Group_37_3"
9.84,38.49,8.23,0,"Group_37_3"
9.94,39.38,8.45,0,"Group_37_3"
10.04,40.04,8.01,0,"Group_37_3"
10.14,41.82,7.34,0,"Group_37_3"
10.24,43.83,6.9,0,"Group_37_3"
10.34,45.38,6.23,0,"Group_37_3"
10.44,47.16,5.34,0,"Group_37_3"
10.54,48.94,4.89,0,"Group_37_3"
10.64,50.72,4.67,0,"Group_37_3"
10.74,52.28,4.67,0,"Group_37_3"
10.84,53.84,4.67,0,"Group_37_3"
10.94,55.39,5.12,0,"Group_37_3"
11.04,57.17,5.34,0,"Group_37_3"
11.14,58.95,5.56,0,"Group_37_3"
11.24,60.73,6.01,0,"Group_37_3"
11.34,62.96,6.23,0,"Group_37_3"
11.44,65.18,6.45,0,"Group_37_3"
11.54,67.63,6.9,0,"Group_37_3"
11.64,70.08,7.12,0,"Group_37_3"
11.74,72.52,7.34,0,"Group_37_3"
11.84,74.75,8.23,0,"Group_37_3"
11.94,76.53,9.57,0,"Group_37_3"
12.04,78.31,10.68,0,"Group_37_3"
12.14,79.64,12.01,0,"Group_37_3"
12.24,81.64,13.13,0,"Group_37_3"
12.34,83.42,14.46,0,"Group_37_3"
12.44,85.43,15.79,0,"Group_37_3"
12.54,87.43,17.8,0,"Group_37_3"
12.64,90.1,20.47,0,"Group_37_3"
12.74,92.1,22.69,0,"Group_37_3"
12.84,93.88,24.47,0,"Group_37_3"
12.94,95.21,27.36,0,"Group_37_3"
13.04,96.77,30.03,0,"Group_37_3"
13.14,98.11,32.7,0,"Group_37_3"
13.24,99.22,34.93,0,"Group_37_3"
13.34,99.66,37.15,0,"Group_37_3"
13.44,99.44,39.15,0,"Group_37_3"
13.54,98.77,40.71,0,"Group_37_3"
13.64,97.44,42.05,0,"Group_37_3"
13.74,95.44,43.38,0,"Group_37_3"
13.84,93.88,43.38,0,"Group_37_3"
13.94,92.1,42.94,0,"Group_37_3"
14.04,89.88,41.82,0,"Group_37_3"
14.14,88.54,40.49,0,"Group_37_3"
14.24,86.76,38.49,0,"Group_37_3"
14.34,85.65,36.48,0,"Group_37_3"
14.44,84.76,34.04,0,"Group_37_3"
14.54,83.87,31.59,0,"Group_37_3"
14.64,83.2,29.14,0,"Group_37_3"
14.74,82.09,26.47,0,"Group_37_3"
14.84,81.42,24.03,0,"Group_37_3"
14.94,80.75,21.36,0,"Group_37_3"
15.04,80.09,18.69,0,"Group_37_3"
15.14,79.64,16.24,0,"Group_37_3"
15.24,79.2,13.79,0,"Group_37_3"
15.34,79.2,12.01,0,"Group_37_3"
15.44,79.42,11.35,0,"Group_37_3"
15.54,79.2,11.12,0,"Group_37_3"
15.64,79.42,11.35,0,"Group_37_3"
15.74,79.2,11.79,0,"Group_37_3"
15.84,79.42,11.79,0,"Group_37_3"
15.94,79.42,11.57,0,"Group_37_3"
16.04,79.2,11.35,0,"Group_37_3"
16.14,79.2,11.79,0,"Group_37_3"
16.24,78.97,12.01,0,"Group_37_3"
16.34,78.97,11.79,0,"Group_37_3"
16.44,78.97,11.35,0,"Group_37_3"
16.54,79.2,11.12,0,"Group_37_3"
16.64,78.97,11.79,0,"Group_37_3"
16.74,78.97,11.35,0,"Group_37_3"
16.84,78.97,10.68,0,"Group_37_3"
16.94,79.2,10.9,0,"Group_37_3"
17.04,79.2,11.35,0,"Group_37_3"
17.14,79.2,11.79,0,"Group_37_3"
17.24,79.42,11.57,0,"Group_37_3"
17.34,79.86,11.57,0,"Group_37_3"
17.44,80.53,11.35,0,"Group_37_3"
17.54,80.31,11.79,0,"Group_37_3"
17.64,80.31,12.01,0,"Group_37_3"
17.74,80.53,12.24,0,"Group_37_3"
17.84,80.75,12.68,0,"Group_37_3"
17.94,80.98,13.57,0,"Group_37_3"
18.04,81.64,14.68,0,"Group_37_3"
18.14,82.53,16.46,0,"Group_37_3"
18.24,83.65,18.46,0,"Group_37_3"
18.34,83.65,20.24,0,"Group_37_3"
18.44,83.65,22.47,0,"Group_37_3"
18.54,83.2,25.14,0,"Group_37_3"
18.64,82.76,27.59,0,"Group_37_3"
18.74,82.31,29.81,0,"Group_37_3"
18.84,82.31,32.03,0,"Group_37_3"
18.94,82.31,34.93,0,"Group_37_3"
19.04,82.53,37.82,0,"Group_37_3"
19.14,83.2,40.49,0,"Group_37_3"
19.24,83.87,43.6,0,"Group_37_3"
19.34,84.98,46.05,0,"Group_37_3"
19.44,86.09,48.72,0,"Group_37_3"
19.54,87.43,51.39,0,"Group_37_3"
19.64,88.99,53.84,0,"Group_37_3"
19.74,90.32,56.28,0,"Group_37_3"
19.84,91.43,58.95,0,"Group_37_3"
19.94,92.54,60.96,0,"Group_37_3"
20.04,92.54,62.96,0,"Group_37_3"
20.14,92.1,64.74,0,"Group_37_3"
20.24,90.99,66.29,0,"Group_37_3"
20.34,89.21,66.96,0,"Group_37_3"
20.44,87.21,67.63,0,"Group_37_3"
20.54,85.65,67.63,0,"Group_37_3"
20.64,83.65,66.74,0,"Group_37_3"
20.74,82.09,65.4,0,"Group_37_3"
20.84,80.53,63.4,0,"Group_37_3"
20.94,79.2,61.4,0,"Group_37_3"
21.04,78.08,58.73,0,"Group_37_3"
21.14,77.42,56.28,0,"Group_37_3"
21.24,76.3,53.61,0,"Group_37_3"
21.34,75.64,50.94,0,"Group_37_3"
21.44,75.64,47.83,0,"Group_37_3"
21.54,75.64,45.16,0,"Group_37_3"
21.64,75.64,42.27,0,"Group_37_3"
21.74,75.64,39.15,0,"Group_37_3"
21.84,75.64,36.48,0,"Group_37_3"
21.94,76.08,33.59,0,"Group_37_3"
22.04,76.08,30.7,0,"Group_37_3"
22.14,76.53,27.81,0,"Group_37_3"
22.24,76.97,24.69,0,"Group_37_3"
22.34,76.97,22.02,0,"Group_37_3"
22.44,77.42,19.35,0,"Group_37_3"
22.54,77.86,16.68,0,"Group_37_3"
22.64,78.08,14.24,0,"Group_37_3"
22.74,78.31,11.79,0,"Group_37_3"
22.84,78.75,10.68,0,"Group_37_3"
22.94,78.53,10.68,0,"Group_37_3"
23.04,78.75,10.68,0,"Group_37_3"
23.14,79.2,10.9,0,"Group_37_3"
23.24,79.42,11.12,0,"Group_37_3"
23.34,79.64,11.12,0,"Group_37_3"
23.44,80.31,11.12,0,"Group_37_3"
23.54,81.42,10.9,0,"Group_37_3"
23.64,81.87,11.79,0,"Group_37_3"
23.74,82.31,12.46,0,"Group_37_3"
23.84,82.76,13.13,0,"Group_37_3"
23.94,83.42,13.79,0,"Group_37_3"
24.04,84.31,14.24,0,"Group_37_3"
24.14,84.98,14.91,0,"Group_37_3"
24.24,85.87,15.57,0,"Group_37_3"
24.34,86.98,16.24,0,"Group_37_3"
24.44,87.87,17.35,0,"Group_37_3"
24.54,88.54,18.24,0,"Group_37_3"
24.64,89.88,20.91,0,"Group_37_3"
24.74,91.88,24.47,0,"Group_37_3"
24.84,93.66,26.92,0,"Group_37_3"
24.94,95.21,28.92,0,"Group_37_3"
25.04,96.99,30.92,0,"Group_37_3"
25.14,98.77,32.48,0,"Group_37_3"
25.24,100.11,33.37,0,"Group_37_3"
25.34,100.11,34.26,0,"Group_37_3"
25.44,100.33,34.93,0,"Group_37_3"
25.54,100.33,35.82,0,"Group_37_3"
25.64,100.11,36.26,0,"Group_37_3"
25.74,100.11,36.93,0,"Group_37_3"
25.84,100.33,38.04,0,"Group_37_3"
25.94,100.55,39.82,0,"Group_37_3"
26.04,100.55,41.82,0,"Group_37_3"
26.14,100.55,44.05,0,"Group_37_3"
26.24,100.55,46.27,0,"Group_37_3"
26.34,100.11,48.27,0,"Group_37_3"
26.44,99.66,49.61,0,"Group_37_3"
26.54,99,49.83,0,"Group_37_3"
26.64,97.66,50.05,0,"Group_37_3"
26.74,96.33,49.16,0,"Group_37_3"
26.84,94.55,47.83,0,"Group_37_3"
26.94,93.21,46.49,0,"Group_37_3"
27.04,92.1,44.49,0,"Group_37_3"
27.14,90.99,42.27,0,"Group_37_3"
27.24,89.88,39.82,0,"Group_37_3"
27.34,88.99,37.15,0,"Group_37_3"
27.44,88.1,34.93,0,"Group_37_3"
27.54,87.21,32.48,0,"Group_37_3"
27.64,86.32,30.03,0,"Group_37_3"
27.74,85.65,27.36,0,"Group_37_3"
27.84,85.2,24.92,0,"Group_37_3"
27.94,84.31,22.47,0,"Group_37_3"
28.04,83.42,20.02,0,"Group_37_3"
28.14,82.76,17.57,0,"Group_37_3"
28.24,82.09,15.13,0,"Group_37_3"
28.34,81.42,13.13,0,"Group_37_3"
28.44,81.2,11.35,0,"Group_37_3"
28.54,80.53,11.12,0,"Group_37_3"
28.64,80.53,11.12,0,"Group_37_3"
28.74,80.31,11.12,0,"Group_37_3"
28.84,80.09,10.9,0,"Group_37_3"
28.94,78.97,10.9,0,"Group_37_3"
29.04,77.86,10.9,0,"Group_37_3"
29.14,76.53,10.68,0,"Group_37_3"
29.24,75.19,10.46,0,"Group_37_3"
29.34,73.41,9.79,0,"Group_37_3"
29.44,71.41,9.57,0,"Group_37_3"
29.54,69.41,9.12,0,"Group_37_3"
29.64,67.18,8.45,0,"Group_37_3"
29.74,64.96,8.01,0,"Group_37_3"
29.84,62.73,7.34,0,"Group_37_3"
29.94,60.73,6.23,0,"Group_37_3"
30.04,58.73,5.78,0,"Group_37_3"
30.14,56.73,4.89,0,"Group_37_3"
30.24,54.95,4.67,0,"Group_37_3"
30.34,53.84,4.67,0,"Group_37_3"
30.44,52.06,4.89,0,"Group_37_3"
30.54,50.28,4.89,0,"Group_37_3"
30.64,48.5,5.12,0,"Group_37_3"
30.74,46.72,5.34,0,"Group_37_3"
30.84,44.49,5.78,0,"Group_37_3"
30.94,42.27,6.45,0,"Group_37_3"
31.04,40.27,6.9,0,"Group_37_3"
31.14,38.26,7.79,0,"Group_37_3"
31.24,36.26,8.23,0,"Group_37_3"
31.34,34.48,9.12,0,"Group_37_3"
31.44,32.48,9.57,0,"Group_37_3"
31.54,30.92,10.23,0,"Group_37_3"
31.64,30.26,10.9,0,"Group_37_3"
31.74,29.37,11.35,0,"Group_37_3"
31.84,28.48,12.01,0,"Group_37_3"
31.94,27.81,12.9,0,"Group_37_3"
32.04,27.14,13.79,0,"Group_37_3"
32.14,26.25,14.68,0,"Group_37_3"
32.24,24.92,16.02,0,"Group_37_3"
32.34,23.36,17.13,0,"Group_37_3"
32.44,22.02,18.02,0,"Group_37_3"
32.54,20.47,19.13,0,"Group_37_3"
32.64,19.13,19.8,0,"Group_37_3"
32.74,18.46,20.24,0,"Group_37_3"
32.84,18.02,20.69,0,"Group_37_3"
32.94,17.8,21.58,0,"Group_37_3"
33.04,17.8,22.47,0,"Group_37_3"
33.14,17.57,23.36,0,"Group_37_3"
33.24,17.13,24.92,0,"Group_37_3"
33.34,16.46,26.47,0,"Group_37_3"
33.44,15.79,28.48,0,"Group_37_3"
33.54,15.35,30.7,0,"Group_37_3"
33.64,14.91,32.92,0,"Group_37_3"
33.74,14.24,35.15,0,"Group_37_3"
33.84,14.24,37.15,0,"Group_37_3"
33.94,14.24,39.15,0,"Group_37_3"
34.04,14.91,41.38,0,"Group_37_3"
34.14,15.35,43.83,0,"Group_37_3"
34.24,16.02,46.05,0,"Group_37_3"
34.34,16.68,48.05,0,"Group_37_3"
34.44,17.57,49.61,0,"Group_37_3"
34.54,18.91,50.72,0,"Group_37_3"
34.64,20.69,51.83,0,"Group_37_3"
34.74,22.47,52.72,0,"Group_37_3"
34.84,24.69,53.61,0,"Group_37_3"
34.94,26.92,53.84,0,"Group_37_3"
35.04,29.14,54.06,0,"Group_37_3"
35.14,31.81,54.28,0,"Group_37_3"
35.24,34.26,54.5,0,"Group_37_3"
35.34,36.71,54.5,0,"Group_37_3"
35.44,39.15,54.95,0,"Group_37_3"
35.54,41.82,55.17,0,"Group_37_3"
35.64,44.27,55.17,0,"Group_37_3"
35.74,46.49,54.95,0,"Group_37_3"
35.84,49.16,54.06,0,"Group_37_3"
35.94,51.39,53.39,0,"Group_37_3"
36.04,53.84,52.28,0,"Group_37_3"
36.14,55.84,50.72,0,"Group_37_3"
36.24,57.84,49.16,0,"Group_37_3"
36.34,59.84,47.61,0,"Group_37_3"
36.44,61.84,45.61,0,"Group_37_3"
36.54,63.4,43.6,0,"Group_37_3"
36.64,65.18,41.6,0,"Group_37_3"
36.74,66.96,39.6,0,"Group_37_3"
36.84,68.74,37.37,0,"Group_37_3"
36.94,70.08,35.15,0,"Group_37_3"
37.04,71.41,32.92,0,"Group_37_3"
37.14,72.52,30.7,0,"Group_37_3"
37.24,73.86,28.48,0,"Group_37_3"
37.34,74.97,26.25,0,"Group_37_3"
37.44,76.3,23.8,0,"Group_37_3"
37.54,76.97,21.58,0,"Group_37_3"
37.64,78.08,18.91,0,"Group_37_3"
37.74,78.75,16.46,0,"Group_37_3"
37.84,79.42,14.02,0,"Group_37_3"
37.94,79.86,12.01,0,"Group_37_3"
38.04,80.09,10.9,0,"Group_37_3"
38.14,80.09,10.9,0,"Group_37_3"
38.24,80.09,11.12,0,"Group_37_3"
38.34,80.09,10.9,0,"Group_37_3"
38.44,80.09,11.12,0,"Group_37_3"
38.54,80.09,10.46,0,"Group_37_3"
38.64,79.86,10.9,0,"Group_37_3"
38.74,80.09,11.12,0,"Group_37_3"
38.84,80.53,10.9,0,"Group_37_3"
38.94,80.31,11.35,0,"Group_37_3"
39.04,80.75,11.35,0,"Group_37_3"
39.14,81.2,11.35,0,"Group_37_3"
39.24,82.09,12.01,0,"Group_37_3"
39.34,82.98,13.35,0,"Group_37_3"
39.44,84.09,15.35,0,"Group_37_3"
39.54,85.43,17.13,0,"Group_37_3"
39.64,86.54,19.13,0,"Group_37_3"
39.74,87.87,21.13,0,"Group_37_3"
39.84,89.65,23.14,0,"Group_37_3"
39.94,91.43,24.92,0,"Group_37_3"
40.04,93.21,26.7,0,"Group_37_3"
40.14,94.99,28.7,0,"Group_37_3"
40.24,96.77,30.26,0,"Group_37_3"
40.34,98.33,31.37,0,"Group_37_3"
40.44,98.77,32.03,0,"Group_37_3"
40.54,99,32.26,0,"Group_37_3"
40.64,99,32.7,0,"Group_37_3"
40.74,98.77,33.15,0,"Group_37_3"
40.84,99,33.37,0,"Group_37_3"
40.94,99,33.37,0,"Group_37_3"
41.04,98.55,32.92,0,"Group_37_3"
41.14,98.33,32.92,0,"Group_37_3"
41.24,98.11,32.26,0,"Group_37_3"
41.34,97.66,31.14,0,"Group_37_3"
41.44,96.77,30.26,0,"Group_37_3"
41.54,95.88,28.92,0,"Group_37_3"
41.64,94.1,27.81,0,"Group_37_3"
41.74,92.77,26.03,0,"Group_37_3"
41.84,90.77,24.92,0,"Group_37_3"
41.94,88.76,23.36,0,"Group_37_3"
42.04,86.98,21.8,0,"Group_37_3"
42.14,84.98,20.24,0,"Group_37_3"
42.24,82.98,18.91,0,"Group_37_3"
42.34,81.2,17.13,0,"Group_37_3"
42.44,79.2,15.35,0,"Group_37_3"
42.54,77.42,13.79,0,"Group_37_3"
42.64,75.42,12.24,0,"Group_37_3"
42.74,73.86,10.46,0,"Group_37_3"
42.84,72.3,9.12,0,"Group_37_3"
42.94,70.52,7.34,0,"Group_37_3"
43.04,69.19,6.45,0,"Group_37_3"
43.14,68.07,6.67,0,"Group_37_3"
43.24,64.96,8.01,0,"Group_37_3"
43.34,60.73,10.68,0,"Group_37_3"
43.44,58.06,12.68,0,"Group_37_3"
43.54,56.06,14.24,0,"Group_37_3"
43.64,54.28,16.24,0,"Group_37_3"
43.74,52.72,18.46,0,"Group_37_3"
43.84,51.39,20.91,0,"Group_37_3"
43.94,50.5,23.36,0,"Group_37_3"
44.04,49.83,25.81,0,"Group_37_3"
44.14,49.83,28.03,0,"Group_37_3"
44.24,49.83,30.26,0,"Group_37_3"
44.34,50.05,32.92,0,"Group_37_3"
44.44,50.5,34.93,0,"Group_37_3"
44.54,51.17,37.15,0,"Group_37_3"
44.64,52.28,39.15,0,"Group_37_3"
44.74,53.61,41.16,0,"Group_37_3"
44.84,55.17,43.16,0,"Group_37_3"
44.94,56.73,45.16,0,"Group_37_3"
45.04,58.73,46.94,0,"Group_37_3"
45.14,60.51,48.27,0,"Group_37_3"
45.24,62.96,49.39,0,"Group_37_3"
45.34,65.18,50.28,0,"Group_37_3"
45.44,67.63,50.94,0,"Group_37_3"
45.54,69.85,51.17,0,"Group_37_3"
45.64,72.52,51.17,0,"Group_37_3"
45.74,75.19,50.94,0,"Group_37_3"
45.84,77.42,50.5,0,"Group_37_3"
45.94,80.09,50.05,0,"Group_37_3"
46.04,82.31,49.39,0,"Group_37_3"
46.14,84.76,48.94,0,"Group_37_3"
46.24,87.21,48.05,0,"Group_37_3"
46.34,89.21,47.16,0,"Group_37_3"
46.44,91.21,45.83,0,"Group_37_3"
46.54,92.99,44.49,0,"Group_37_3"
46.64,94.77,43.16,0,"Group_37_3"
46.74,96.77,41.6,0,"Group_37_3"
46.84,98.55,40.04,0,"Group_37_3"
46.94,100.11,38.71,0,"Group_37_3"
47.04,101.67,37.82,0,"Group_37_3"
47.14,101.44,37.6,0,"Group_37_3"
47.24,101.44,37.6,0,"Group_37_3"
47.34,101.44,37.82,0,"Group_37_3"
47.44,101.44,37.82,0,"Group_37_3"
47.54,100.78,37.37,0,"Group_37_3"
47.64,100.11,36.71,0,"Group_37_3"
47.74,99.44,36.04,0,"Group_37_3"
47.84,98.33,34.93,0,"Group_37_3"
47.94,97.66,33.59,0,"Group_37_3"
48.04,96.55,32.26,0,"Group_37_3"
48.14,95.44,31.14,0,"Group_37_3"
48.24,93.66,29.81,0,"Group_37_3"
48.34,92.54,28.25,0,"Group_37_3"
48.44,91.21,26.47,0,"Group_37_3"
48.54,89.21,24.69,0,"Group_37_3"
48.64,87.87,23.14,0,"Group_37_3"
48.74,86.32,21.58,0,"Group_37_3"
48.84,84.98,19.8,0,"Group_37_3"
48.94,83.87,18.02,0,"Group_37_3"
49.04,82.76,16.02,0,"Group_37_3"
49.14,81.87,14.02,0,"Group_37_3"
49.24,80.75,12.46,0,"Group_37_3"
49.34,79.86,10.9,0,"Group_37_3"
49.44,78.75,10.46,0,"Group_37_3"
49.54,78.31,10.01,0,"Group_37_3"
49.64,77.19,10.01,0,"Group_37_3"
49.74,76.53,10.23,0,"Group_37_3"
49.84,74.53,10.46,0,"Group_37_3"
49.94,72.3,11.12,0,"Group_37_3"
50.04,69.85,11.79,0,"Group_37_3"
50.14,68.3,12.68,0,"Group_37_3"
50.24,66.07,13.35,0,"Group_37_3"
50.34,64.07,14.02,0,"Group_37_3"
50.44,62.07,14.68,0,"Group_37_3"
50.54,60.07,15.35,0,"Group_37_3"
50.64,58.06,15.79,0,"Group_37_3"
50.74,56.06,15.57,0,"Group_37_3"
50.84,54.06,15.13,0,"Group_37_3"
50.94,52.28,14.46,0,"Group_37_3"
51.04,50.5,13.57,0,"Group_37_3"
51.14,49.16,12.46,0,"Group_37_3"
51.24,48.05,11.35,0,"Group_37_3"
51.34,47.16,10.01,0,"Group_37_3"
51.44,46.05,8.45,0,"Group_37_3"
51.54,45.38,6.9,0,"Group_37_3"
51.64,45.16,5.78,0,"Group_37_3"
51.74,45.16,5.34,0,"Group_37_3"
51.84,45.16,5.12,0,"Group_37_3"
51.94,44.94,5.34,0,"Group_37_3"
52.04,44.72,5.34,0,"Group_37_3"
52.14,44.94,5.56,0,"Group_37_3"
52.24,44.94,6.01,0,"Group_37_3"
52.34,45.16,6.67,0,"Group_37_3"
52.44,46.05,8.68,0,"Group_37_3"
52.54,46.27,10.68,0,"Group_37_3"
52.64,46.27,12.68,0,"Group_37_3"
52.74,46.05,14.46,0,"Group_37_3"
52.84,45.83,16.91,0,"Group_37_3"
52.94,45.38,18.91,0,"Group_37_3"
53.04,44.94,21.13,0,"Group_37_3"
53.14,44.49,23.8,0,"Group_37_3"
53.24,44.49,26.03,0,"Group_37_3"
53.34,44.49,28.7,0,"Group_37_3"
53.44,44.49,31.14,0,"Group_37_3"
53.54,44.94,33.81,0,"Group_37_3"
53.64,44.94,36.26,0,"Group_37_3"
53.74,44.94,38.71,0,"Group_37_3"
53.84,44.72,41.16,0,"Group_37_3"
53.94,44.27,43.83,0,"Group_37_3"
54.04,43.83,46.27,0,"Group_37_3"
54.14,42.94,48.72,0,"Group_37_3"
54.24,42.05,51.17,0,"Group_37_3"
54.34,41.6,53.61,0,"Group_37_3"
54.44,41.16,55.84,0,"Group_37_3"
54.54,40.71,58.51,0,"Group_37_3"
54.64,40.49,60.96,0,"Group_37_3"
54.74,40.49,63.62,0,"Group_37_3"
54.84,40.49,66.07,0,"Group_37_3"
54.94,40.49,68.74,0,"Group_37_3"
55.04,40.49,71.41,0,"Group_37_3"
55.14,40.93,74.08,0,"Group_37_3"
55.24,40.93,76.53,0,"Group_37_3"
55.34,40.93,79.2,0,"Group_37_3"
55.44,40.93,82.09,0,"Group_37_3"
55.54,40.93,84.54,0,"Group_37_3"
55.64,40.93,87.21,0,"Group_37_3"
55.74,40.71,89.65,0,"Group_37_3"
55.84,40.49,92.32,0,"Group_37_3"
55.94,40.27,94.77,0,"Group_37_3"
56.04,39.82,97.22,0,"Group_37_3"
56.14,39.38,99.22,0,"Group_37_3"
56.24,39.38,99.89,0,"Group_37_3"
56.34,39.38,100.11,0,"Group_37_3"
56.44,39.15,100.11,0,"Group_37_3"
56.54,38.93,100.11,0,"Group_37_3"
56.64,38.71,100.33,0,"Group_37_3"
56.74,38.26,100.33,0,"Group_37_3"
56.84,38.04,100.33,0,"Group_37_3"
56.94,37.15,100.33,0,"Group_37_3"
57.04,36.26,99.89,0,"Group_37_3"
57.14,34.93,99.44,0,"Group_37_3"
57.24,33.59,99.22,0,"Group_37_3"
57.34,32.26,98.77,0,"Group_37_3"
57.44,31.14,97.88,0,"Group_37_3"
57.54,29.81,96.99,0,"Group_37_3"
57.64,28.25,96.33,0,"Group_37_3"
57.74,26.7,95.44,0,"Group_37_3"
57.84,25.36,94.55,0,"Group_37_3"
57.94,23.8,93.88,0,"Group_37_3"
58.04,23.14,93.21,0,"Group_37_3"
58.14,22.91,92.54,0,"Group_37_3"
58.24,22.91,91.88,0,"Group_37_3"
58.34,22.47,91.21,0,"Group_37_3"
58.44,21.8,90.54,0,"Group_37_3"
58.54,21.36,90.32,0,"Group_37_3"
58.64,20.24,89.65,0,"Group_37_3"
58.74,19.8,89.21,0,"Group_37_3"
58.84,19.13,88.76,0,"Group_37_3"
58.94,18.91,88.54,0,"Group_37_3"
59.04,18.46,88.1,0,"Group_37_3"
59.14,18.46,87.87,0,"Group_37_3"
59.24,18.46,87.43,0,"Group_37_3"
59.34,18.24,87.21,0,"Group_37_3"
59.44,18.24,86.98,0,"Group_37_3"
59.54,18.46,86.76,0,"Group_37_3"
59.64,18.69,86.76,0,"Group_37_3"
59.74,18.91,86.76,0,"Group_37_3"
59.84,19.13,86.98,0,"Group_37_3"
59.94,19.35,87.43,0,"Group_37_3"
0,47.16,96.33,1,"Group_37_3"
0.08,46.72,96.99,1,"Group_37_3"
0.14,46.05,97.66,1,"Group_37_3"
0.24,46.27,99.22,1,"Group_37_3"
0.34,46.27,100.11,1,"Group_37_3"
0.44,46.94,99.89,1,"Group_37_3"
0.54,47.38,99.66,1,"Group_37_3"
